Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Hacked,-2020,118 min,Thriller,4.3,"1,208",Vikram Bhatt,Hina Khan,Sid Makkar,Rohan Shah
Arjun Patiala,-2019,107 min,"Action, Comedy",4.3,"1,204",Rohit Jugraj,Diljit Dosanjh,Kriti Sanon,Varun Sharma
Road,-2002,134 min,Thriller,5.6,"1,197",Rajat Mukherjee,Manoj Bajpayee,Vivek Oberoi,Antara Mali
Barsaat,-1995,166 min,"Action, Romance",5.4,"1,193",Rajkumar Santoshi,Bobby Deol,Twinkle Khanna,Raj Babbar
D,-2005,107 min,"Crime, Drama, Thriller",6.8,"1,188",Vishram Sawant,Randeep Hooda,Chunky Panday,Rukhsar Rehman
Jis Desh Mein Ganga Rehta Hain,-2000,141 min,"Comedy, Crime, Drama",4.9,"1,187",Mahesh Manjrekar,Govinda,Sonali Bendre,Rinke Khanna
Tum Bin 2,-2016,147 min,"Drama, Romance",4.8,"1,187",Anubhav Sinha,Peter Pedrero,Neha Sharma,Aditya Seal
My Brother... Nikhil,-2005,120 min,"Drama, Sport",7.2,"1,186",Onir,Sanjay Suri,Juhi Chawla,Purab Kohli
Ankur: The Seedling,-1974,131 min,Drama,8,"1,185",Shyam Benegal,Shabana Azmi,Sadhu Meher,Anant Nag
I Am 24,-2010,118 min,"Comedy, Romance",6,"1,185",Saurabh Shukla,Rajat Kapoor,Ranvir Shorey,Neha Dhupia
Saawan... The Love Season,-2006,123 min,"Drama, Fantasy, Romance",2.8,"1,177",Saawan Kumar Tak,Salman Khan,Saloni Aswani,Kapil Jhaveri
Alag: He Is Different.... He Is Alone...,-2006,123 min,"Action, Drama, Fantasy",3.8,"1,172",Ashu Trikha,Akshay Kapoor,Dia Mirza,Yatin Karyekar
Bangistan,-2015,135 min,"Comedy, Drama",4.5,"1,168",Karan Anshuman,Jacqueline Fernandez,Michalina Olszanska,Riteish Deshmukh
One Night Stand,-2016,97 min,"Drama, Romance",3.1,"1,167",Jasmine D'Souza,Tanuj Virwani,Sunny Leone,Narendra Jetley
Barah Aana,-2009,97 min,"Comedy, Crime, Drama",6.8,"1,166",Raja Menon,Naseeruddin Shah,Vijay Raaz,Arjun Mathur
Khan kluay,-2006,79 min,"Animation, Adventure, Family",5.9,"1,159",Kompin Kemgumnird,Tod Polson,Akshay Kumar,Anyarit Pitakkul
Laadla,-1994,169 min,"Drama, Family",5.8,"1,158",Raj Kanwar,Anil Kapoor,Sridevi,Raveena Tandon
Sainik,-1993,145 min,"Action, Drama, Romance",6.1,"1,158",Sikander Bharti,Akshay Kumar,Ashwini Bhave,Farheen
Rudraksh,-2004,143 min,"Action, Fantasy, Sci-Fi",2.7,"1,157",Mani Shankar,Sanjay Dutt,Bipasha Basu,Sunil Shetty
Skater Girl,-2021,107 min,"Drama, Family, Sport",6.6,"1,154",Manjari Makijany,Amy Maghera,Waheeda Rehman,Rachel Saanchita Gupta
Wajah Tum Ho,-2016,136 min,"Drama, Mystery, Romance",4.4,"1,153",Vishal Pandya,Sharman Joshi,Sana Khaan,Gurmeet Choudhary
Aksar,-2006,135 min,"Drama, Romance, Thriller",4.8,"1,152",Ananth Narayan Mahadevan,Emraan Hashmi,Udita Goswami,Dino Morea
Haathi Mere Saathi,-1971,170 min,"Drama, Family, Musical",6.9,"1,148",M.A. Thirumugham,Rajesh Khanna,Tanuja,David Abraham
Pizza,-2014,107 min,Horror,6.2,"1,147",Akshay Akkineni,Akshay Oberoi,Parvathy Omanakuttan,Arunoday Singh
Keemat: They Are Back,-1998,162 min,"Action, Comedy, Drama",5.7,"1,146",Sameer Malkan,Akshay Kumar,Raveena Tandon,Saif Ali Khan
Maa Tujhhe Salaam,-2002,162 min,"Action, Drama",3.5,"1,145",Tinnu Verma,Sunny Deol,Tabu,Arbaaz Khan
Woh 7 Din,-1983,139 min,"Drama, Romance",7.6,"1,145",Bapu,Anil Kapoor,Padmini Kolhapure,Naseeruddin Shah
Shaadi Karke Phas Gaya Yaar,-2006,152 min,"Comedy, Drama, Romance",4.1,"1,143",K.S. Adiyaman,Salman Khan,Shilpa Shetty Kundra,Reema Lagoo
Khandaani Shafakhana,-2019,136 min,"Comedy, Drama",4,"1,141",Shilpi Dasgupta,Sonakshi Sinha,Badshah,Varun Sharma
Barot House,-2019,89 min,"Mystery, Thriller",7.3,"1,135",Bugs Bhargava Krishna,Amit Sadh,Manjari Fadnnis,Aaryan Menghji
Mujhe Kucch Kehna Hai,-2001,135 min,"Drama, Romance",5,"1,135",Satish Kaushik,Tusshar Kapoor,Kareena Kapoor,Amrish Puri
Teesri Manzil,-1966,172 min,"Comedy, Musical, Mystery",7.7,"1,135",Vijay Anand,Shammi Kapoor,Asha Parekh,Raj Mehra
Dilwaala,-1986,160 min,"Action, Comedy, Drama",3.7,"1,134",K. Muralimohana Rao,Mithun Chakraborty,Smita Patil,Meenakshi Sheshadri
Do Knot Disturb,-2009,126 min,"Comedy, Drama",3.6,"1,130",David Dhawan,Govinda,Sushmita Sen,Riteish Deshmukh
3G: A Killer Connection,-2013,125 min,"Horror, Sci-Fi, Thriller",3.6,"1,128",Sheershak Anand,Shantanu Ray Chhibber,Neil Nitin Mukesh,Sonal Chauhan
Saare Jahaan Se Mehnga...,-2013,120 min,"Comedy, Drama",7.1,"1,126",Anshul Sharma,Annapoorna,V.M. Badola,Rampal Barsewal
Yeh Ballet,-2020,117 min,Drama,7.6,"1,126",Sooni Taraporevala,Julian Sands,Jim Sarbh,Sarah Jane Dias
Maine Dil Tujhko Diya,-2002,154 min,"Action, Romance",3.7,"1,125",Sohail Khan,Sohail Khan,Sameera Reddy,Sanjay Dutt
Chor Machaaye Shor,-2002,145 min,"Action, Comedy, Crime",4.2,"1,124",David Dhawan,Bobby Deol,Om Puri,Paresh Rawal
Welcome 2 Karachi,-2015,131 min,"Action, Comedy, War",4.3,"1,123",Ashish R. Mohan,Arshad Warsi,Jackky Bhagnani,Lauren Gottlieb
Ghulam-E-Musthafa,-1997,162 min,"Action, Crime, Drama",6.6,"1,120",Partho Ghosh,Nana Patekar,Raveena Tandon,Paresh Rawal
I See You,-2006,122 min,"Comedy, Drama, Fantasy",4.1,"1,119",Vivek b Agrawal,Arjun Rampal,Vipasha Agarwal,Chunky Panday
Baton Baton Mein,-1979,112 min,"Comedy, Romance",7.5,"1,118",Basu Chatterjee,Amol Palekar,Tina Ambani,Asrani
Seeking Happily Ever After,-2018,104 min,"Drama, Romance",6.8,"1,117",Harish Vyas,Shivani Raghuvanshi,Anshuman Jha,Ekavali Khanna
Jodi Breakers,-2012,127 min,"Comedy, Musical, Romance",3.5,"1,116",Ashwini Chaudhary,Bipasha Basu,Helen,Pradeep Kharab
Katha,-1983,141 min,"Comedy, Drama",7.8,"1,113",Sai Paranjape,Naseeruddin Shah,Farooq Shaikh,Deepti Naval
Lens,-2016,109 min,"Drama, Mystery, Thriller",6.7,"1,111",Jayaprakash Radhakrishnan,Anand Sami,Jayaprakash Radhakrishnan,Misha Ghoshal
First Rank,-1990,150 min,"Action, Drama, Sport",5.3,"1,110",Dev Anand,Dev Anand,Aamir Khan,Ekta Sohini
Bombay to Goa,-1972,132 min,"Action, Adventure, Comedy",6.8,"1,106",Mehmood,S. Ramanathan,Mehmood,Aruna Irani
Banjo,-2016,137 min,"Action, Drama, Music",4.9,"1,105",Ravi Jadhav,Riteish Deshmukh,Nargis Fakhri,Aditya Kumar
Zid,-2014,126 min,"Crime, Romance, Thriller",4.4,"1,105",Vivek Agnihotri,Mannara Chopra,Karanvir Sharma,Shraddha Das
Dil Kya Kare,-1999,158 min,"Drama, Musical, Romance",5.1,"1,102",Prakash Jha,Ajay Devgn,Mahima Chaudhry,Kajol
Jungle,-2000,146 min,"Action, Adventure, Romance",6.1,"1,102",Ram Gopal Varma,Sunil Shetty,Fardeen Khan,Urmila Matondkar
Naya Daur,-1957,173 min,"Drama, Musical, Romance",8,"1,102",B.R. Chopra,Dilip Kumar,Vyjayanthimala,Ajit
Yamla Pagla Deewana Phir Se,-2018,145 min,"Action, Comedy, Drama",4.5,"1,100",Navaniat Singh,Dharmendra,Sunny Deol,Bobby Deol
Mission Istaanbul: Darr Ke Aagey Jeet Hai!,-2008,130 min,"Action, Adventure, Drama",3.4,"1,099",Apoorva Lakhia,Vivek Oberoi,Zayed Khan,Shriya Saran
Kanpuriye,-2019,103 min,Drama,6.3,"1,098",Ashish Aryan,Aparshakti Khurana,Divyendu Sharma,Vijay Raaz
Virgin Bhanupriya,-2020,111 min,"Comedy, Drama",2.9,"1,097",Ajay Lohan,Urvashi Rautela,Gautam Gulati,Rumana Molla
Armaan,-2003,158 min,"Drama, Family, Romance",5.2,"1,096",Honey Irani,Amitabh Bachchan,Anil Kapoor,Preity Zinta
Netaji Subhas Chandra Bose: The Forgotten Hero,-2005,208 min,"Biography, Drama, History",7.6,"1,095",Shyam Benegal,Vinay Anand,Ila Arun,Pankaj Berry
Raakh,-1989,153 min,"Action, Crime, Drama",7.5,"1,095",Aditya Bhattacharya,Aamir Khan,Supriya Pathak,Pankaj Kapur
Kareeb,-1998,145 min,"Drama, Romance",6.5,"1,094",Vidhu Vinod Chopra,Bobby Deol,Shabana Raza,Abhay Chopra
...Yahaan,-2005,142 min,"Drama, Romance, War",7.4,"1,086",Shoojit Sircar,Jimmy Sheirgill,Minissha Lamba,Yashpal Sharma
The Train: Some Lines Should Never Be Crossed...,-2007,134 min,"Crime, Drama, Thriller",4.3,"1,082",Hasnain Hyderabadwala,Raksha Mistry,Emraan Hashmi,Geeta Basra
Ek Duuje Ke Liye,-1981,167 min,"Drama, Musical, Romance",7.5,"1,081",K. Balachander,Kamal Haasan,Rati Agnihotri,Madhavi
Firangi,-2017,158 min,"Comedy, Drama",4.4,"1,081",Rajiv Dhingra,Kapil Sharma,Ishita Dutta,Monica Gill
Dillagi,-1999,188 min,"Drama, Musical, Romance",5.3,"1,076",Sunny Deol,Sunny Deol,Bobby Deol,Urmila Matondkar
Naksha,-2006,128 min,"Action, Adventure, Fantasy",3.3,"1,074",Sachin Bajaj,Sunny Deol,Vivek Oberoi,Sameera Reddy
Ek Ladka Ek Ladki,-1992,162 min,"Comedy, Romance",5.7,"1,073",Vijay Sadanah,Salman Khan,Neelam Kothari,Anupam Kher
Monsoon Shootout,-2013,92 min,"Action, Crime, Drama",6.6,"1,071",Amit Kumar,Vijay Varma,Nawazuddin Siddiqui,Neeraj Kabi
1921,-2018,144 min,"Horror, Mystery, Romance",4.5,"1,069",Vikram Bhatt,Zareen Khan,Karan Kundra,Vikram Bhatt
The Killer,-2006,117 min,"Action, Crime, Drama",4.7,"1,069",Hasnain Hyderabadwala,Raksha Mistry,Irrfan Khan,Emraan Hashmi
Yeshwant,-1997,145 min,"Action, Crime, Drama",7.2,"1,063",Anil Mattoo,Nana Patekar,Madhoo,Atul Agnihotri
Shikhar,-2005,162 min,Drama,4.9,"1,061",John Mathew Matthan,Ajay Devgn,Shahid Kapoor,Bipasha Basu
Mosagallu,-2021,85 min,Drama,7.9,"1,059",Jeffrey Gee Chin,Vishnu Manchu,Kajal Aggarwal,Sunil Shetty
Ramji Londonwaley,-2005,154 min,"Comedy, Drama, Family",6.7,"1,058",Sanjay Dayma,Madhavan,Samita Bangargi,Harsh Chhaya
Hamid,-2018,108 min,Drama,7.8,"1,055",Aijaz Khan,Talha Arshad Reshi,Vikas Kumar,Rasika Dugal
One Day: Justice Delivered,-2019,124 min,"Action, Crime, Thriller",5,"1,055",Ashok Nanda,Anupam Kher,Kumud Mishra,Esha Gupta
Parampara,-1993,155 min,"Action, Drama, Romance",5.7,"1,055",Yash Chopra,Sunil Dutt,Vinod Khanna,Aamir Khan
Suhaag,-1979,164 min,"Action, Drama, Musical",6.7,"1,053",Manmohan Desai,Shashi Kapoor,Amitabh Bachchan,Rekha
Hello Mumbai: Salaam Mumbai,-2016,107 min,"Comedy, Drama, Romance",3.8,"1,045",Ghorban Mohammadpour,Mohammad Reza Golzar,Dia Mirza,Benyamin Bahadori
Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,-2010,89 min,"Comedy, Drama",5,"1,043",Makrand Deshpande,Suzanne Bernert,Nagesh Bhonsle,Pritika Chawla
Helicopter Eela,-2018,135 min,Drama,5.6,"1,042",Pradeep Sarkar,Kajol,Riddhi Sen,Tota Roy Chowdhury
Sapoot,-1996,158 min,"Action, Crime, Drama",5.2,"1,041",Jagdish A. Sharma,Akshay Kumar,Sunil Shetty,Karisma Kapoor
Joru Ka Ghulam,-2000,169 min,"Comedy, Drama, Romance",5.1,"1,038",Shakeel Noorani,Govinda,Twinkle Khanna,Kader Khan
C Kkompany,-2008,127 min,"Comedy, Drama, Thriller",5.4,"1,037",Sachin Yardi,Tusshar Kapoor,Anupam Kher,Rajpal Yadav
Pal Pal Dil Ke Paas,-2019,154 min,"Action, Drama, Romance",4.6,"1,033",Sunny Deol,Karan Deol,Sahher Bambba,Kallirroi Tziafeta
Kaali Khuhi,-2020,90 min,"Drama, Horror, Mystery",3.4,"1,032",Terrie Samundra,Shabana Azmi,Sanjeeda Sheikh,Riva Arora
Religion,-2007,105 min,"Drama, History",8,"1,031",Bhavna Talwar,Pankaj Kapur,Supriya Pathak,Pankaj Tripathi
Guddi,-1971,121 min,"Drama, Comedy, Family",7.2,"1,028",Hrishikesh Mukherjee,Dharmendra,Jaya Bachchan,Sumita Sanyal
Krishna Cottage,-2004,124 min,"Horror, Mystery",5.2,"1,028",Santram Varma,Sohail Khan,Isha Koppikar,Anita Hassanandani Reddy
Afsana Dilwalon Ka,-2001,195 min,"Drama, Romance",3.6,"1,025",J. Om Prakash,Aashish Kaul,Juni,Rahul Roy
Khoon Bhari Maang,-1988,172 min,"Drama, Thriller, Action",6.6,"1,024",Rakesh Roshan,Rekha,Kabir Bedi,Sonu Walia
Shirin Farhad Ki Toh Nikal Padi,-2012,111 min,Romance,4.2,"1,023",Bela Segal,Freny Bhagat,Dinyar Contractor,Nauheed Cyrusi
Raat,-1992,127 min,Horror,7.1,"1,020",Ram Gopal Varma,Revathi,Rohini Hattangadi,Om Puri
Main Aisa Hi Hoon,-2005,162 min,"Drama, Family, Musical",4.8,"1,019",Harry Baweja,Ajay Devgn,Sushmita Sen,Esha Deol
Sorry Bhai!,-2008,154 min,"Comedy, Drama, Romance",6.1,"1,019",Onir,Shabana Azmi,Boman Irani,Sanjay Suri
Striker,-2010,128 min,"Action, Crime, Drama",6.9,"1,014",Chandan Arora,Siddharth,Ankur Vikal,Anupam Kher
Aetbaar,-2004,152 min,"Action, Drama, Musical",4.6,"1,013",Vikram Bhatt,Amitabh Bachchan,John Abraham,Bipasha Basu
Fugly,-2014,134 min,"Drama, Thriller",4.7,"1,008",Kabir Sadanand,Jimmy Sheirgill,Mohit Marwah,Kiara Advani
Daud: Fun on the Run,-1997,180 min,"Action, Adventure, Comedy",5.9,"1,006",Ram Gopal Varma,Sanjay Dutt,Urmila Matondkar,Paresh Rawal
Love Breakups Zindagi,-2011,156 min,"Comedy, Drama, Romance",5.8,"1,006",Sahil Sangha,Zayed Khan,Dia Mirza,Cyrus Sahukar
Patthar Ke Phool,-1991,155 min,"Action, Drama, Romance",5.6,"1,004",Anant Balani,Salman Khan,Raveena Tandon,Kiran Kumar
15 Park Avenue,-2005,116 min,Drama,7.1,"1,002",Aparna Sen,Shabana Azmi,Konkona Sen Sharma,Rahul Bose
Satyam Shivam Sundaram: Love Sublime,-1978,172 min,"Drama, Romance",7.1,999,Raj Kapoor,Shashi Kapoor,Zeenat Aman,Kanhaiyalal Chaturvedi
Hera Pheri,-1976,164 min,"Action, Comedy, Crime",6.8,998,Prakash Mehra,Saira Banu,Vinod Khanna,Amitabh Bachchan
Kurukshetra,-2000,129 min,"Action, Crime, Drama",6,996,Mahesh Manjrekar,Mukesh Rishi,Sanjay Dutt,Mahima Chaudhry
Dishkiyaoon,-2014,119 min,"Action, Thriller",5.2,986,Sanamjit Singh Talwar,Harman Baweja,Harsh Chhaya,Sunny Deol
Ittefaq,-1969,104 min,"Crime, Mystery, Thriller",7.4,985,Yash Chopra,Rajesh Khanna,Nanda,Sujit Kumar
Kadvi Hawa,-2017,95 min,Drama,8.1,985,Nila Madhab Panda,Nilamadhab Panda,Sanjay Mishra,Ranvir Shorey
Naam,-1986,177 min,"Crime, Drama, Thriller",7.5,984,Mahesh Bhatt,Nutan,Kumar Gaurav,Sanjay Dutt
100 Days,-1991,161 min,"Horror, Romance, Thriller",6.5,983,Partho Ghosh,Jackie Shroff,Madhuri Dixit,Javed Jaffrey
Bumboo,-2012,126 min,Comedy,6,982,Jagdish Rajpurohit,Kavin Dave,Sharat Saxena,Sanjay Mishra
Blood Money,-2012,109 min,"Action, Crime, Drama",5,981,Vishal Mahadkar,Manish Chaudhary,Kunal Khemu,Amrita Puri
Dam999,-2011,108 min,"Adventure, Drama, Sci-Fi",3.3,980,Sohan Roy,Vinay Rai,Joshua Fredric Smith,Megha Burman
Naram Garam,-1981,122 min,"Comedy, Drama",7.4,980,Hrishikesh Mukherjee,Amol Palekar,Swaroop Sampat,Utpal Dutt
Sonali Cable,-2014,127 min,"Comedy, Drama",5.3,980,Charudutt Acharya,Rhea Chakraborty,Ali Fazal,Raghav Juyal
Auzaar,-1997,127 min,"Action, Drama, Musical",4.5,976,Sohail Khan,Salman Khan,Sanjay Kapoor,Shilpa Shetty Kundra
Maharathi,-2008,114 min,"Crime, Drama, Mystery",7.1,976,Shivam Nair,Naseeruddin Shah,Om Puri,Boman Irani
Ajji,-2017,104 min,Drama,6.9,973,Devashish Makhija,Sushama Deshpande,Smita Tambe,Sharvani Suryavanshi
Jaagruti,-1993,134 min,"Action, Drama",4.2,973,Suresh Krishna,Salman Khan,Karisma Kapoor,Ashok Saraf
Department,-2012,141 min,"Action, Crime, Thriller",3.1,965,Ram Gopal Varma,Sanjay Dutt,Rana Daggubati,Lakshmi Manchu
Bhaag Johnny,-2015,118 min,"Action, Fantasy, Thriller",5.2,963,Shivam Nair,Kunal Khemu,Zoa Morani,Mandana Karimi
Sahasam,-2013,150 min,"Action, Adventure",6.6,963,Chandra Sekhar Yeleti,Tottempudi Gopichand,Taapsee Pannu,Shakti Kapoor
Ram Teri Ganga Maili,-1985,178 min,"Drama, Musical, Romance",6.7,962,Raj Kapoor,Rajiv Kapoor,Mandakini,Divya Rana
Woh Kaun Thi?,-1964,140 min,"Drama, Mystery, Romance",7.6,960,Raj Khosla,Sadhana,Manoj Kumar,Parveen Choudhary
Harami,-2020,100 min,"Crime, Drama, Romance",7.7,957,Shyam Madiraju,Emraan Hashmi,Rizwan Shaikh,Dhanshree Patil
Chhappad Phaad Ke,-2019,90 min,Drama,6.3,954,Sameer Joshi,Siddharth Menon,Vinay Pathak,Ayesha Raza
Do Aur Do Paanch,-1980,132 min,"Action, Comedy, Drama",7,954,Rakesh Kumar,Shashi Kapoor,Amitabh Bachchan,Hema Malini
Nanu Ki Jaanu,-2018,133 min,"Comedy, Drama, Horror",5.9,954,Faraz Haider,Abhay Deol,Patralekhaa Paul,Rajesh Sharma
Deewana Mujh Sa Nahin,-1990,130 min,"Romance, Comedy, Drama",5.7,953,Y. Nageswara Rao,M. Parvez,Aamir Khan,Madhuri Dixit
Garbage,-2018,105 min,"Drama, Thriller",3.4,950,Qaushiq Mukherjee,Tanmay Dhanania,Trimala Adhikari,Satarupa Das
Liar's Dice,-2013,104 min,"Adventure, Drama, Family",6.8,949,Geethu Mohandas,Nawazuddin Siddiqui,Geetanjali Thapa,Manya Gupta
I Am,-2010,95 min,Drama,6.8,948,Onir,Juhi Chawla,Rahul Bose,Radhika Apte
Kati Patang,-1970,167 min,"Drama, Family, Musical",7.2,946,Shakti Samanta,Rajesh Khanna,Asha Parekh,Prem Chopra
Khamosh,-1986,101 min,"Mystery, Thriller",7.5,944,Vidhu Vinod Chopra,Shabana Azmi,Amol Palekar,Naseeruddin Shah
The Deceivers,-1988,102 min,"Adventure, Crime, Drama",6.1,944,Nicholas Meyer,Pierce Brosnan,Saeed Jaffrey,Shashi Kapoor
Chippa,-2019,90 min,Drama,6.5,941,Safdar Rahman,Sunny Pawar,Mala Mukherjee,Surojit
Satya 2,-2013,142 min,"Action, Crime, Drama",5.9,940,Ram Gopal Varma,Puneet Singh Ratn,Sharwanand,Anaika Soti
Paltan,-2018,150 min,"Action, Drama, History",5.3,939,J.P. Dutta,Jackie Shroff,Arjun Rampal,Sonu Sood
Kasoor,-2001,151 min,"Drama, Mystery, Thriller",6,937,Vikram Bhatt,Divya Dutta,Sucheta Paushe,Lisa Ray
Darr @ the Mall,-2014,124 min,"Horror, Thriller",4.9,936,Pawan Kripalani,Jimmy Sheirgill,Nushrat Bharucha,Arif Zakaria
War Chhod Na Yaar,-2013,119 min,"Comedy, War",5.4,936,Faraz Haider,Sharman Joshi,Soha Ali Khan,Javed Jaffrey
Blank,-2019,107 min,"Action, Thriller",6.2,933,Behzad Khambata,Sunny Deol,Karan Kapadia,Karanvir Sharma
Lakeer - Forbidden Lines,-2004,170 min,"Action, Romance",4.4,932,Ahmed Khan,Sunny Deol,Sunil Shetty,Sohail Khan
Shola Aur Shabnam,-1992,165 min,"Action, Comedy, Drama",6.5,932,David Dhawan,Govinda,Divya Bharti,Gulshan Grover
Parvarish,-1977,162 min,"Action, Crime, Drama",6.9,930,Manmohan Desai,Shammi Kapoor,Amitabh Bachchan,Vinod Khanna
Satellite Shankar,-2019,135 min,"Action, Drama",6.3,928,Irfan Kamal,Sooraj Pancholi,Anil Reji,Megha Akash
Friendship,-1980,152 min,"Action, Crime, Drama",6.6,927,Raj Khosla,Amitabh Bachchan,Shatrughan Sinha,Zeenat Aman
Saugandh,-1991,153 min,"Action, Drama, Romance",5.8,925,Raj N. Sippy,Rakhee Gulzar,Akshay Kumar,Shanti Priya
Suryavanshi,-1992,161 min,"Fantasy, Horror",4.5,923,Rakesh Kumar,Salman Khan,Amrita Singh,Sheeba
Aalwar,-2007,152 min,Action,3,922,Chella,Ajith Kumar,Asin Thottumkal,Vivek
Rishtey,-2002,164 min,"Action, Drama",4.6,921,Indra Kumar,Anil Kapoor,Karisma Kapoor,Shilpa Shetty Kundra
Saagar,-1985,186 min,"Drama, Romance",7.1,919,Ramesh Sippy,Rishi Kapoor,Kamal Haasan,Dimple Kapadia
Kuselan,-2008,165 min,"Comedy, Drama, Family",4.7,915,P. Vasu,Rajinikanth,Pasupathy,Meena
Prem Rog,-1982,183 min,"Drama, Musical, Romance",7.2,913,Raj Kapoor,Shammi Kapoor,Nanda,Tanuja
Saaya,-2003,135 min,"Drama, Fantasy, Mystery",5.8,913,Anurag Basu,John Abraham,Tara Sharma,Mahima Chaudhry
Stay Alert,-1956,153 min,"Comedy, Drama",8.2,913,Amit Mitra,Sombhu Mitra,Pradeep Kumar,Sumitra Devi
Gemini,-2002,150 min,"Action, Comedy, Crime",6.1,910,Saran,Vikram,Kiran Rathod,Kalabhavan Mani
Aloo Chaat,-2009,,"Comedy, Drama, Romance",5.8,907,Robbie Grewal,Aftab Shivdasani,Aamna Sharif,Linda Arsenio
Y.M.I. Yeh Mera India,-2008,137 min,"Crime, Drama, Thriller",7.7,905,N. Chandra,Anupam Kher,Atul Kulkarni,Milind Gunaji
Anwar,-2007,144 min,"Drama, Romance, Thriller",6.6,904,Manish Jha,Nauheed Cyrusi,Pankaj Jha,Manisha Koirala
Hyderabad Blues,-1998,85 min,"Comedy, Drama, Romance",7.2,903,Nagesh Kukunoor,Nagesh Kukunoor,Rajshri Nair,Vikram Inamdar
Mast,-1999,153 min,"Comedy, Musical, Romance",5.4,903,Ram Gopal Varma,Aftab Shivdasani,Urmila Matondkar,Dalip Tahil
Mere Jeevan Saathi,-2006,129 min,"Drama, Music, Romance",3.5,902,Suneel Darshan,Akshay Kumar,Karisma Kapoor,Ameesha Patel
"I Am Alone, So Are You...",-2019,117 min,Romance,6.5,897,Harish Vyas,Anshuman Jha,Zareen Khan,Ravi Khanvilkar
Right Yaaa Wrong,-2010,135 min,"Crime, Drama, Mystery",6.4,895,Neeraj Pathak,Sunny Deol,Irrfan Khan,Isha Koppikar
The Hungry,-2017,100 min,Drama,7.2,894,Bornila Chatterjee,Naseeruddin Shah,Tisca Chopra,Neeraj Kabi
Shaadi No. 1,-2005,129 min,Comedy,3.5,892,David Dhawan,Fardeen Khan,Zayed Khan,Sharman Joshi
Bypass Road,-2019,137 min,"Drama, Mystery, Thriller",5.4,890,Naman Nitin Mukesh,Neil Nitin Mukesh,Adah Sharma,Gul Panag
My Wife's Murder,-2005,103 min,"Drama, Mystery, Thriller",6.1,890,Jijy Philip,Anil Kapoor,Suchitra Krishnamoorthi,Nandana Sen
Aakrosh,-1980,144 min,"Crime, Drama, Music",7.9,887,Govind Nihalani,Naseeruddin Shah,Smita Patil,Amrish Puri
Kunwara,-2000,134 min,"Comedy, Drama, Romance",5.1,887,David Dhawan,Govinda,Urmila Matondkar,Nagma
Shortkut - The Con Is On,-2009,142 min,"Comedy, Drama",3.4,884,Neeraj Vora,Anil Kapoor,Sanjay Dutt,Akshaye Khanna
Bioscopewala,-2017,91 min,Drama,7.6,882,Deb Medhekar,Danny Denzongpa,Geetanjali Thapa,Adil Hussain
Akhiyon Se Goli Maare,-2002,146 min,"Comedy, Romance",5.1,881,Harmesh Malhotra,Govinda,Raveena Tandon,Kader Khan
LIE,-2017,145 min,"Action, Adventure, Thriller",5.9,880,Hanu Raghavapudi,Nithiin,Megha Akash,Ravi Kishan
Nagina,-1986,137 min,"Fantasy, Romance",6.5,880,Harmesh Malhotra,Sridevi,Rishi Kapoor,Amrish Puri
Children of War,-2014,160 min,"Drama, History, War",6.7,879,Mrityunjay Devvrat,Farooq Shaikh,Victor Banerjee,Pawan Malhotra
Tum Mere Ho,-1990,129 min,"Fantasy, Horror, Romance",4.7,879,Tahir Hussain,Aamir Khan,Juhi Chawla,Ajit Vachani
Nawabzaade,-2018,112 min,"Comedy, Romance",4.4,877,Jayesh Pradhan,Dharmesh Yelande,Punit Pathak,Raghav Juyal
Love Games,-2016,114 min,"Crime, Thriller",4.3,873,Vikram Bhatt,Patralekhaa Paul,Tara-Alisha Berry,Gaurav Arora
Ammaa Ki Boli,-2021,117 min,"Comedy, Drama",8.1,871,Narayan Chauhan,Sanjay Mishra,Hrishitaa Bhatt,Master Aniket
Phoring,-2013,127 min,Drama,7.6,870,Indranil Roychowdhury,Sohini Sarkar,Akash Adhikari,Sourav Basak
Kevi Rite Jaish,-2012,128 min,"Comedy, Family",8.1,869,Abhishek Jain,Tom Alter,Abhinay Banker,Raju Barot
Once Again,-2018,101 min,"Drama, Romance",7,869,Kanwal Sethi,Shefali Shah,Neeraj Kabi,Bidita Bag
Mausam,-1975,156 min,"Musical, Romance",8.1,868,Gulzar,Sanjeev Kumar,Sharmila Tagore,Om Shivpuri
Love Love Love,-1989,146 min,"Drama, Romance",5.5,867,Babbar Subhash,Aamir Khan,Juhi Chawla,Gulshan Grover
Aa Dekhen Zara,-2009,117 min,"Action, Sci-Fi, Thriller",5,866,Jehangir Surti,Neil Nitin Mukesh,Bipasha Basu,Sophiya Chaudhary
Arjun,-1985,154 min,"Action, Crime, Drama",7.2,866,Rahul Rawail,Sunny Deol,Dimple Kapadia,Raj Kiran
Kranti,-1981,187 min,"Action, Adventure, Drama",7.2,865,Manoj Kumar,Dilip Kumar,Manoj Kumar,Shashi Kapoor
Guddu Rangeela,-2015,124 min,"Comedy, Drama",5.3,864,Subhash Kapoor,Arshad Warsi,Amit Sadh,Ronit Roy
Insaaf: The Final Justice,-1997,155 min,"Action, Comedy, Drama",4.2,864,Dayal Nihalani,Akshay Kumar,Shilpa Shetty Kundra,Paresh Rawal
